Région de l’établissement,Filière de formation très agrégée,Effectif total des candidats pour une formation,Effectif des admis néo bacheliers,Region Code
Grand Est,BTS,207,20,44
Ile-de-France,BTS,231,20,11
Bretagne,Autre formation,45,8,53
Ile-de-France,BTS,161,9,11
Auvergne-Rhône-Alpes,BTS,602,34,84
Auvergne-Rhône-Alpes,BTS,294,12,84
Auvergne-Rhône-Alpes,BTS,155,15,84
Ile-de-France,BTS,1045,17,11
Nouvelle-Aquitaine,CPGE,912,66,75
Nouvelle-Aquitaine,CPGE,765,36,75
Nouvelle-Aquitaine,CPGE,510,24,75
Ile-de-France,BTS,182,17,11
Grand Est,CPGE,569,70,44
Grand Est,BTS,315,24,44
Grand Est,BTS,410,50,44
Grand Est,BTS,559,11,44
Nouvelle-Aquitaine,BTS,358,32,75
Occitanie,BTS,301,15,76
Auvergne-Rhône-Alpes,BTS,220,17,84
Auvergne-Rhône-Alpes,BTS,184,9,84
Ile-de-France,CPGE,1781,91,11
Grand Est,BTS,277,23,44
Ile-de-France,CPGE,2200,88,11
Ile-de-France,CPGE,1939,92,11
Bourgogne-Franche-Comté,Autre formation,120,6,27
Bourgogne-Franche-Comté,CPGE,299,28,27
Bourgogne-Franche-Comté,BTS,373,27,27
Bourgogne-Franche-Comté,Autre formation,634,18,27
Occitanie,CPGE,361,38,76
Occitanie,BTS,182,23,76
Occitanie,BTS,415,30,76
Grand Est,BTS,208,16,44
Grand Est,BTS,126,13,44
Grand Est,BTS,331,13,44
Normandie,BTS,133,21,28
Auvergne-Rhône-Alpes,BTS,612,25,84
Auvergne-Rhône-Alpes,BTS,1002,29,84
Ile-de-France,BTS,1434,20,11
Ile-de-France,BTS,899,19,11
Auvergne-Rhône-Alpes,Autre formation,635,19,84
Ile-de-France,CPGE,892,43,11
Grand Est,BTS,349,8,44
Bretagne,BTS,118,13,53
Normandie,BTS,285,20,28
Occitanie,BTS,1135,29,76
Ile-de-France,CPGE,1555,144,11
Ile-de-France,CPGE,836,38,11
Bretagne,BTS,48,9,53
Bretagne,BTS,53,12,53
Normandie,BTS,170,18,28
Nouvelle-Aquitaine,BTS,192,17,75
Nouvelle-Aquitaine,BTS,304,21,75
Nouvelle-Aquitaine,BTS,793,19,75
Pays de la Loire,Autre formation,445,19,52
Provence Alpes Côte d'Azur,BTS,616,27,93
Provence Alpes Côte d'Azur,BTS,141,6,93
Provence Alpes Côte d'Azur,BTS,1026,34,93
Provence Alpes Côte d'Azur,Autre formation,200,4,93
Normandie,BTS,438,28,28
Normandie,Autre formation,269,8,28
Occitanie,BTS,490,22,76
Grand Est,BTS,308,18,44
Provence Alpes Côte d'Azur,BTS,245,20,93
Provence Alpes Côte d'Azur,BTS,131,14,93
Auvergne-Rhône-Alpes,BTS,378,12,84
Provence Alpes Côte d'Azur,CPGE,2297,95,93
Bourgogne-Franche-Comté,BTS,333,24,27
Bourgogne-Franche-Comté,BTS,274,23,27
Provence Alpes Côte d'Azur,BTS,432,34,93
Normandie,BTS,616,7,28
Ile-de-France,BTS,1007,20,11
Provence Alpes Côte d'Azur,BTS,291,20,93
Ile-de-France,BTS,271,15,11
Normandie,BTS,197,14,28
Provence Alpes Côte d'Azur,Autre formation,77,15,93
Ile-de-France,CPGE,840,66,11
Ile-de-France,CPGE,499,31,11
Ile-de-France,CPGE,365,27,11
Auvergne-Rhône-Alpes,BTS,180,15,84
Normandie,BTS,281,10,28
Grand Est,BTS,253,31,44
Auvergne-Rhône-Alpes,BTS,256,19,84
Nouvelle-Aquitaine,CPGE,1229,70,75
Nouvelle-Aquitaine,CPGE,2185,44,75
Ile-de-France,CPGE,1927,42,11
Ile-de-France,CPGE,2499,42,11
Bourgogne-Franche-Comté,BTS,955,19,27
Auvergne-Rhône-Alpes,BTS,275,15,84
Pays de la Loire,CPGE,793,54,52
Pays de la Loire,CPGE,278,25,52
Provence Alpes Côte d'Azur,BTS,248,20,93
Auvergne-Rhône-Alpes,BTS,379,31,84
Pays de la Loire,BTS,76,12,52
Bretagne,CPGE,529,30,53
Pays de la Loire,BTS,27,3,52
Pays de la Loire,BTS,37,3,52
Occitanie,BTS,182,14,76
Ile-de-France,BTS,346,23,11
Bourgogne-Franche-Comté,BTS,136,11,27
Bourgogne-Franche-Comté,BTS,52,3,27
Nouvelle-Aquitaine,CPGE,381,29,75
Nouvelle-Aquitaine,BTS,611,27,75
Pays de la Loire,BTS,79,16,52
Pays de la Loire,BTS,97,16,52
Bretagne,BTS,139,13,53
Normandie,BTS,104,7,28
Grand Est,BTS,227,24,44
Ile-de-France,CPGE,1144,67,11
Bourgogne-Franche-Comté,BTS,361,19,27
Auvergne-Rhône-Alpes,CPGE,495,43,84
Bretagne,BTS,252,25,53
Pays de la Loire,BTS,212,25,52
Pays de la Loire,BTS,85,16,52
Pays de la Loire,Autre formation,149,15,52
Ile-de-France,Autre formation,313,14,11
Ile-de-France,BTS,213,9,11
Grand Est,BTS,140,7,44
Grand Est,Autre formation,160,14,44
Occitanie,CPGE,1032,50,76
Occitanie,BTS,1058,26,76
Normandie,BTS,116,11,28
Normandie,BTS,230,13,28
Normandie,BTS,357,5,28
Normandie,BTS,114,14,28
Auvergne-Rhône-Alpes,BTS,671,30,84
Ile-de-France,CPGE,213,18,11
Ile-de-France,BTS,1050,29,11
Provence Alpes Côte d'Azur,BTS,155,19,93
Ile-de-France,BTS,147,19,11
Ile-de-France,BTS,310,16,11
Provence Alpes Côte d'Azur,Autre formation,533,18,93
Provence Alpes Côte d'Azur,CPGE,1242,46,93
Provence Alpes Côte d'Azur,CPGE,709,26,93
Normandie,BTS,93,14,28
Ile-de-France,BTS,326,32,11
Ile-de-France,CPGE,359,14,11
Ile-de-France,BTS,382,9,11
Ile-de-France,BTS,2092,27,11
Nouvelle-Aquitaine,BTS,115,7,75
Provence Alpes Côte d'Azur,BTS,195,26,93
Provence Alpes Côte d'Azur,BTS,546,27,93
Ile-de-France,BTS,727,26,11
Ile-de-France,Autre formation,31,3,11
Ile-de-France,CPGE,1299,29,11
Provence Alpes Côte d'Azur,BTS,481,25,93
Provence Alpes Côte d'Azur,BTS,1943,23,93
Provence Alpes Côte d'Azur,BTS,179,12,93
Occitanie,BTS,384,14,76
Grand Est,BTS,387,8,44
Grand Est,BTS,245,25,44
Auvergne-Rhône-Alpes,BTS,1671,33,84
Nouvelle-Aquitaine,BTS,362,25,75
Normandie,CPGE,528,40,28
Normandie,BTS,1009,7,28
Grand Est,BTS,100,19,44
Occitanie,CPGE,278,32,76
Grand Est,BTS,115,22,44
Grand Est,BTS,115,19,44
Occitanie,BTS,237,5,76
Occitanie,BTS,131,11,76
Ile-de-France,BTS,252,22,11
Ile-de-France,BTS,959,16,11
Bretagne,BTS,403,24,53
Pays de la Loire,BTS,183,33,52
Pays de la Loire,BTS,241,23,52
Occitanie,Autre formation,191,18,76
Ile-de-France,CPGE,842,49,11
Ile-de-France,BTS,338,27,11
Nouvelle-Aquitaine,Autre formation,25,3,75
Bretagne,BTS,167,7,53
Occitanie,BTS,457,27,76
Bourgogne-Franche-Comté,BTS,180,12,27
Bourgogne-Franche-Comté,Autre formation,314,27,27
Ile-de-France,Autre formation,49,6,11
Pays de la Loire,BTS,268,18,52
Auvergne-Rhône-Alpes,BTS,295,27,84
Auvergne-Rhône-Alpes,Autre formation,74,9,84
Occitanie,BTS,251,23,76
Occitanie,BTS,674,26,76
Ile-de-France,BTS,83,20,11
Occitanie,BTS,209,21,76
Pays de la Loire,BTS,807,30,52
Occitanie,Autre formation,89,15,76
Ile-de-France,BTS,1416,25,11
Pays de la Loire,BTS,479,13,52
Auvergne-Rhône-Alpes,BTS,183,27,84
Auvergne-Rhône-Alpes,Autre formation,156,22,84
Pays de la Loire,CPGE,189,17,52
Pays de la Loire,CPGE,299,16,52
Pays de la Loire,BTS,168,20,52
Pays de la Loire,BTS,621,24,52
Bourgogne-Franche-Comté,CPGE,171,14,27
Occitanie,BTS,133,18,76
Occitanie,BTS,145,23,76
Nouvelle-Aquitaine,BTS,116,14,75
Nouvelle-Aquitaine,BTS,125,7,75
Auvergne-Rhône-Alpes,BTS,38,7,84
Nouvelle-Aquitaine,BTS,90,10,75
Normandie,BTS,66,13,28
Bretagne,BTS,137,40,53
Bretagne,BTS,360,18,53
Nouvelle-Aquitaine,BTS,133,23,75
Ile-de-France,BTS,61,7,11
Auvergne-Rhône-Alpes,Autre formation,36,5,84
Ile-de-France,Autre formation,39,5,11
Provence Alpes Côte d'Azur,BTS,106,13,93
Grand Est,Autre formation,37,4,44
Grand Est,BTS,40,14,44
Bourgogne-Franche-Comté,Autre formation,20,1,27
Occitanie,Autre formation,107,5,76
Occitanie,Autre formation,35,8,76
Ile-de-France,BTS,290,27,11
Provence Alpes Côte d'Azur,Autre formation,19,3,93
Provence Alpes Côte d'Azur,Autre formation,197,4,93
Occitanie,BTS,233,7,76
Nouvelle-Aquitaine,BTS,221,8,75
Occitanie,BTS,125,9,76
Occitanie,Autre formation,65,13,76
Auvergne-Rhône-Alpes,BTS,118,11,84
Auvergne-Rhône-Alpes,BTS,123,5,84
Grand Est,BTS,53,10,44
Bourgogne-Franche-Comté,Autre formation,17,7,27
Grand Est,BTS,442,32,44
Ile-de-France,BTS,482,3,11
Pays de la Loire,BTS,269,10,52
Occitanie,Autre formation,294,6,76
Normandie,BTS,123,11,28
Nouvelle-Aquitaine,Autre formation,87,15,75
Nouvelle-Aquitaine,BTS,241,15,75
Nouvelle-Aquitaine,Autre formation,18,3,75
Pays de la Loire,BTS,75,6,52
Ile-de-France,Autre formation,193,1,11
Normandie,BTS,119,7,28
Pays de la Loire,BTS,137,15,52
Grand Est,Autre formation,41,10,44
Nouvelle-Aquitaine,Autre formation,84,6,75
Nouvelle-Aquitaine,BTS,108,12,75
Auvergne-Rhône-Alpes,BTS,581,19,84
Nouvelle-Aquitaine,BTS,59,10,75
Nouvelle-Aquitaine,BTS,96,13,75
Occitanie,BTS,129,7,76
Ile-de-France,Autre formation,177,6,11
Bourgogne-Franche-Comté,BTS,86,11,27
Normandie,Autre formation,41,5,28
Occitanie,BTS,83,4,76
Ile-de-France,Autre formation,143,9,11
Auvergne-Rhône-Alpes,BTS,1158,22,84
Auvergne-Rhône-Alpes,Autre formation,47,12,84
Normandie,Autre formation,343,23,28
Normandie,BTS,65,6,28
Nouvelle-Aquitaine,BTS,84,12,75
Grand Est,BTS,150,19,44
Normandie,BTS,192,18,28
Nouvelle-Aquitaine,BTS,90,11,75
Bourgogne-Franche-Comté,BTS,179,19,27
Bourgogne-Franche-Comté,BTS,88,8,27
Bourgogne-Franche-Comté,CPGE,462,26,27
Pays de la Loire,BTS,104,8,52
Pays de la Loire,BTS,124,19,52
Ile-de-France,BTS,660,22,11
Ile-de-France,BTS,1097,21,11
Ile-de-France,BTS,652,27,11
Occitanie,BTS,802,23,76
Grand Est,BTS,215,30,44
Pays de la Loire,BTS,212,15,52
Provence Alpes Côte d'Azur,BTS,685,16,93
Bourgogne-Franche-Comté,BTS,52,2,27
Ile-de-France,BTS,99,11,11
Ile-de-France,BTS,274,21,11
Ile-de-France,BTS,394,28,11
Nouvelle-Aquitaine,BTS,879,11,75
Auvergne-Rhône-Alpes,BTS,458,12,84
Nouvelle-Aquitaine,Autre formation,585,18,75
Occitanie,BTS,461,7,76
Occitanie,BTS,743,9,76
Occitanie,BTS,1873,15,76
Normandie,BTS,294,15,28
Ile-de-France,BTS,517,27,11
Ile-de-France,BTS,666,29,11
Pays de la Loire,BTS,94,13,52
Grand Est,BTS,1280,53,44
Grand Est,BTS,244,29,44
Grand Est,BTS,1070,20,44
Auvergne-Rhône-Alpes,Autre formation,104,15,84
Auvergne-Rhône-Alpes,BTS,466,25,84
Auvergne-Rhône-Alpes,Autre formation,43,4,84
Ile-de-France,BTS,1543,14,11
Ile-de-France,BTS,374,31,11
Provence Alpes Côte d'Azur,BTS,315,22,93
Bretagne,BTS,91,11,53
Bourgogne-Franche-Comté,BTS,76,13,27
Normandie,BTS,284,20,28
Auvergne-Rhône-Alpes,Autre formation,224,17,84
Grand Est,BTS,323,21,44
Bourgogne-Franche-Comté,CPGE,126,12,27
Bourgogne-Franche-Comté,BTS,221,20,27
Bourgogne-Franche-Comté,Autre formation,221,14,27
Provence Alpes Côte d'Azur,BTS,486,31,93
Bourgogne-Franche-Comté,Autre formation,78,21,27
Auvergne-Rhône-Alpes,BTS,155,12,84
Nouvelle-Aquitaine,Autre formation,327,13,75
Nouvelle-Aquitaine,Autre formation,39,6,75
Auvergne-Rhône-Alpes,BTS,813,18,84
Grand Est,BTS,46,7,44
Ile-de-France,CPGE,716,30,11
Occitanie,Autre formation,173,18,76
Normandie,BTS,126,27,28
Normandie,Autre formation,158,17,28
Normandie,Autre formation,90,11,28
Nouvelle-Aquitaine,BTS,135,9,75
Nouvelle-Aquitaine,BTS,66,4,75
Auvergne-Rhône-Alpes,CPGE,1048,36,84
Auvergne-Rhône-Alpes,CPGE,323,31,84
Auvergne-Rhône-Alpes,BTS,712,40,84
Bretagne,CPGE,255,14,53
Bretagne,Autre formation,260,17,53
Nouvelle-Aquitaine,CPGE,343,41,75
Nouvelle-Aquitaine,BTS,103,17,75
Normandie,BTS,109,14,28
Grand Est,BTS,169,25,44
Nouvelle-Aquitaine,BTS,519,24,75
Occitanie,Autre formation,55,10,76
Nouvelle-Aquitaine,BTS,219,26,75
Normandie,CPGE,99,9,28
Ile-de-France,CPGE,6216,237,11
Ile-de-France,CPGE,4785,236,11
Ile-de-France,CPGE,2486,140,11
Ile-de-France,CPGE,2814,43,11
Ile-de-France,CPGE,189,28,11
Occitanie,BTS,570,17,76
Occitanie,Autre formation,169,14,76
Auvergne-Rhône-Alpes,Autre formation,313,31,84
Grand Est,BTS,167,12,44
Normandie,BTS,202,27,28
Normandie,BTS,152,12,28
Auvergne-Rhône-Alpes,BTS,691,29,84
Auvergne-Rhône-Alpes,BTS,1103,35,84
Auvergne-Rhône-Alpes,BTS,619,29,84
Ile-de-France,BTS,559,21,11
Bourgogne-Franche-Comté,BTS,667,18,27
Auvergne-Rhône-Alpes,BTS,261,12,84
Nouvelle-Aquitaine,BTS,267,30,75
Provence Alpes Côte d'Azur,BTS,92,14,93
Provence Alpes Côte d'Azur,BTS,52,6,93
Provence Alpes Côte d'Azur,CPGE,247,30,93
Bretagne,BTS,80,12,53
Provence Alpes Côte d'Azur,BTS,208,15,93
Pays de la Loire,BTS,177,25,52
Pays de la Loire,BTS,177,17,52
Provence Alpes Côte d'Azur,BTS,87,2,93
Provence Alpes Côte d'Azur,BTS,110,1,93
Bretagne,BTS,237,9,53
Nouvelle-Aquitaine,BTS,784,25,75
Grand Est,BTS,306,31,44
Bretagne,BTS,178,23,53
Pays de la Loire,BTS,549,27,52
Occitanie,BTS,77,2,76
Provence Alpes Côte d'Azur,BTS,181,16,93
Bretagne,CPGE,372,38,53
Provence Alpes Côte d'Azur,CPGE,501,29,93
Ile-de-France,CPGE,1793,137,11
Pays de la Loire,BTS,212,26,52
Pays de la Loire,Autre formation,57,4,52
Grand Est,BTS,252,21,44
Occitanie,BTS,171,9,76
Nouvelle-Aquitaine,BTS,158,12,75
Ile-de-France,BTS,1353,15,11
Nouvelle-Aquitaine,BTS,244,26,75
Nouvelle-Aquitaine,Autre formation,468,10,75
Nouvelle-Aquitaine,Autre formation,663,23,75
Auvergne-Rhône-Alpes,BTS,385,38,84
Provence Alpes Côte d'Azur,Autre formation,349,37,93
Grand Est,BTS,66,12,44
Provence Alpes Côte d'Azur,CPGE,896,42,93
Provence Alpes Côte d'Azur,CPGE,530,31,93
Normandie,BTS,118,28,28
Bretagne,BTS,305,31,53
Ile-de-France,BTS,1935,51,11
Ile-de-France,BTS,2273,48,11
Nouvelle-Aquitaine,CPGE,302,30,75
Nouvelle-Aquitaine,BTS,404,20,75
Nouvelle-Aquitaine,BTS,196,20,75
Ile-de-France,BTS,249,27,11
Ile-de-France,BTS,476,22,11
Nouvelle-Aquitaine,BTS,143,26,75
Nouvelle-Aquitaine,BTS,219,23,75
Auvergne-Rhône-Alpes,BTS,900,19,84
Ile-de-France,BTS,446,24,11
Normandie,BTS,234,28,28
Bretagne,BTS,170,29,53
Bretagne,BTS,39,2,53
Bretagne,BTS,42,1,53
Bretagne,Autre formation,240,12,53
Bourgogne-Franche-Comté,BTS,518,66,27
Bretagne,BTS,823,30,53
Provence Alpes Côte d'Azur,BTS,973,13,93
Bourgogne-Franche-Comté,BTS,145,20,27
Nouvelle-Aquitaine,BTS,453,30,75
Nouvelle-Aquitaine,BTS,540,28,75
Nouvelle-Aquitaine,BTS,773,29,75
Occitanie,BTS,391,15,76
Ile-de-France,BTS,947,30,11
Ile-de-France,BTS,1117,34,11
Bretagne,BTS,180,25,53
Ile-de-France,CPGE,87,14,11
Bourgogne-Franche-Comté,BTS,65,9,27
Bourgogne-Franche-Comté,BTS,43,6,27
Bourgogne-Franche-Comté,BTS,21,9,27
Nouvelle-Aquitaine,BTS,79,10,75
Pays de la Loire,BTS,45,9,52
Nouvelle-Aquitaine,BTS,9,0,75
Pays de la Loire,BTS,65,14,52
Nouvelle-Aquitaine,BTS,84,27,75
Occitanie,BTS,24,6,76
Auvergne-Rhône-Alpes,BTS,89,15,84
Nouvelle-Aquitaine,BTS,65,21,75
Bretagne,BTS,81,10,53
Grand Est,BTS,34,1,44
Grand Est,BTS,201,9,44
Ile-de-France,BTS,460,28,11
Auvergne-Rhône-Alpes,Autre formation,21551,107,84
Ile-de-France,Autre formation,21039,145,11
Ile-de-France,Licence,74,16,11
Ile-de-France,Licence,1856,210,11
Ile-de-France,Licence,811,110,11
Ile-de-France,Licence,291,37,11
Ile-de-France,Licence,41,0,11
Ile-de-France,Licence,95,21,11
Ile-de-France,Licence,817,23,11
Ile-de-France,Licence,106,20,11
Ile-de-France,Licence,903,111,11
Ile-de-France,Licence,63,4,11
Ile-de-France,Licence,38,6,11
Ile-de-France,Licence,290,26,11
Ile-de-France,PACES,13339,1603,11
Ile-de-France,Licence,8727,332,11
Ile-de-France,Autre formation,782,19,11
Ile-de-France,Autre formation,49,3,11
Pays de la Loire,Licence,796,151,52
Pays de la Loire,Licence,236,25,52
Pays de la Loire,Licence,665,24,52
Pays de la Loire,Licence,192,29,52
Pays de la Loire,Licence,277,27,52
Nouvelle-Aquitaine,Licence,240,13,75
Nouvelle-Aquitaine,Licence,205,15,75
Nouvelle-Aquitaine,Licence,588,57,75
Nouvelle-Aquitaine,Licence,498,69,75
Nouvelle-Aquitaine,Licence,1192,92,75
Nouvelle-Aquitaine,Licence,680,83,75
Nouvelle-Aquitaine,Licence,1161,36,75
Nouvelle-Aquitaine,Licence,489,38,75
Nouvelle-Aquitaine,Licence,420,37,75
Nouvelle-Aquitaine,Licence,317,23,75
Nouvelle-Aquitaine,Licence,382,56,75
Auvergne-Rhône-Alpes,Autre formation,1377,13,84
Auvergne-Rhône-Alpes,Licence,442,68,84
Auvergne-Rhône-Alpes,Licence,67,6,84
Auvergne-Rhône-Alpes,Licence,610,38,84
Auvergne-Rhône-Alpes,Licence,784,76,84
Auvergne-Rhône-Alpes,Licence,292,30,84
Auvergne-Rhône-Alpes,Licence,187,24,84
Auvergne-Rhône-Alpes,Autre formation,296,16,84
Provence Alpes Côte d'Azur,Licence,268,26,93
Provence Alpes Côte d'Azur,Licence,638,87,93
Nouvelle-Aquitaine,Licence,419,27,75
Nouvelle-Aquitaine,Licence,902,128,75
Nouvelle-Aquitaine,Licence,650,60,75
Nouvelle-Aquitaine,Licence,920,71,75
Nouvelle-Aquitaine,Autre formation,574,12,75
Bourgogne-Franche-Comté,Licence,47,4,27
Bourgogne-Franche-Comté,Licence,898,103,27
Bourgogne-Franche-Comté,Licence,254,29,27
Bourgogne-Franche-Comté,Licence,1316,156,27
Bourgogne-Franche-Comté,Licence,953,47,27
Bourgogne-Franche-Comté,Licence,220,12,27
Bourgogne-Franche-Comté,Licence,52,1,27
Bourgogne-Franche-Comté,Licence,341,24,27
Bourgogne-Franche-Comté,Licence,86,7,27
Bretagne,Licence,84,6,53
Bretagne,Licence,1045,93,53
Bretagne,Licence,748,86,53
Bretagne,Licence,699,32,53
Bretagne,Licence,37,4,53
Bretagne,Licence,648,99,53
Bretagne,Licence,792,77,53
Bretagne,Licence,100,16,53
Bretagne,CPGE,278,18,53
Bretagne,Licence,404,46,53
Normandie,Licence,1136,155,28
Normandie,PACES,4710,801,28
Normandie,Licence,377,49,28
Normandie,Licence,73,3,28
Normandie,Licence,1180,84,28
Normandie,Licence,959,99,28
Normandie,Licence,112,17,28
Normandie,Licence,217,33,28
Normandie,Licence,272,7,28
Normandie,Licence,135,6,28
Ile-de-France,Licence,296,25,11
Ile-de-France,Licence,790,45,11
Ile-de-France,Licence,303,42,11
Ile-de-France,Licence,972,104,11
Ile-de-France,Autre formation,307,19,11
Ile-de-France,Autre formation,317,5,11
Bourgogne-Franche-Comté,Autre formation,50,3,27
Bourgogne-Franche-Comté,Licence,1434,148,27
Bourgogne-Franche-Comté,Licence,989,113,27
Bourgogne-Franche-Comté,Licence,181,28,27
Bourgogne-Franche-Comté,Licence,50,7,27
Bourgogne-Franche-Comté,Licence,328,57,27
Bourgogne-Franche-Comté,Licence,79,8,27
Bourgogne-Franche-Comté,Licence,202,29,27
Bourgogne-Franche-Comté,Licence,1728,237,27
Bourgogne-Franche-Comté,Autre formation,105,6,27
Bourgogne-Franche-Comté,Licence,766,75,27
Bourgogne-Franche-Comté,Autre formation,293,19,27
Nouvelle-Aquitaine,Licence,384,58,75
Nouvelle-Aquitaine,Licence,362,26,75
Nouvelle-Aquitaine,Licence,307,38,75
Nouvelle-Aquitaine,Autre formation,150,1,75
Nouvelle-Aquitaine,Autre formation,106,0,75
Nouvelle-Aquitaine,Autre formation,47,0,75
Nouvelle-Aquitaine,Licence,1012,56,75
Nouvelle-Aquitaine,Autre formation,328,27,75
Nouvelle-Aquitaine,Licence,1296,120,75
Nouvelle-Aquitaine,PACES,3742,723,75
Nouvelle-Aquitaine,Licence,91,10,75
Nouvelle-Aquitaine,Licence,739,42,75
Grand Est,Licence,1836,215,44
Grand Est,Licence,599,24,44
Grand Est,PACES,4260,1390,44
Grand Est,Licence,1522,189,44
Grand Est,Licence,186,29,44
Grand Est,Licence,371,36,44
Grand Est,Licence,591,76,44
Grand Est,Licence,282,25,44
Grand Est,Licence,899,135,44
Grand Est,Licence,253,41,44
Grand Est,Licence,495,54,44
Grand Est,Autre formation,155,18,44
Grand Est,Licence,92,2,44
Grand Est,Licence,640,81,44
Grand Est,Licence,436,67,44
Grand Est,Licence,165,31,44
Grand Est,Licence,293,38,44
Grand Est,Licence,558,46,44
Grand Est,Licence,198,16,44
Grand Est,Licence,1642,211,44
Occitanie,PACES,6897,1100,76
Occitanie,Licence,533,16,76
Occitanie,Licence,272,40,76
Grand Est,Licence,239,34,44
Grand Est,Licence,356,57,44
Grand Est,Licence,79,16,44
Grand Est,Licence,428,57,44
Grand Est,Autre formation,150,19,44
Grand Est,Licence,158,13,44
Grand Est,Licence,248,12,44
Grand Est,Licence,33,4,44
Pays de la Loire,Licence,1585,285,52
Pays de la Loire,Licence,122,13,52
Pays de la Loire,Licence,1272,139,52
Pays de la Loire,Licence,3937,573,52
Pays de la Loire,Licence,4515,433,52
Pays de la Loire,Licence,671,23,52
Pays de la Loire,Licence,438,29,52
Pays de la Loire,Autre formation,228,23,52
Pays de la Loire,Licence,602,72,52
Provence Alpes Côte d'Azur,Licence,735,46,93
Provence Alpes Côte d'Azur,Licence,1884,174,93
Provence Alpes Côte d'Azur,Licence,235,7,93
Provence Alpes Côte d'Azur,Licence,3624,296,93
Occitanie,Licence,1213,166,76
Occitanie,Licence,2386,333,76
Nouvelle-Aquitaine,Licence,363,40,75
Nouvelle-Aquitaine,Autre formation,66,2,75
Nouvelle-Aquitaine,Licence,602,65,75
Nouvelle-Aquitaine,Licence,244,24,75
Nouvelle-Aquitaine,Licence,57,2,75
Nouvelle-Aquitaine,Licence,574,52,75
Nouvelle-Aquitaine,Licence,27,3,75
Nouvelle-Aquitaine,Licence,578,99,75
Nouvelle-Aquitaine,Autre formation,47,4,75
Nouvelle-Aquitaine,Licence,1067,137,75
Nouvelle-Aquitaine,Licence,1291,277,75
Occitanie,Licence,42,5,76
Occitanie,Autre formation,560,19,76
Nouvelle-Aquitaine,Licence,1583,145,75
Nouvelle-Aquitaine,Licence,506,41,75
Nouvelle-Aquitaine,Licence,901,139,75
Nouvelle-Aquitaine,Licence,153,29,75
Nouvelle-Aquitaine,Licence,238,24,75
Nouvelle-Aquitaine,Licence,265,36,75
Nouvelle-Aquitaine,Licence,172,25,75
Nouvelle-Aquitaine,PACES,3149,821,75
Nouvelle-Aquitaine,Autre formation,97,4,75
Grand Est,Licence,374,44,44
Grand Est,Licence,817,78,44
Grand Est,Licence,179,28,44
Grand Est,Licence,346,14,44
Grand Est,Licence,841,79,44
Grand Est,Licence,46,1,44
Grand Est,Licence,91,8,44
Bretagne,Licence,1899,35,53
Bretagne,Licence,628,16,53
Bretagne,Licence,1329,99,53
Bretagne,Licence,3760,332,53
Bretagne,Licence,18,2,53
Bretagne,Licence,593,91,53
Bretagne,Licence,79,8,53
Bretagne,Licence,31,2,53
Bretagne,Licence,59,6,53
Bretagne,Licence,92,7,53
Bretagne,Licence,3409,368,53
Bretagne,Licence,125,13,53
Bretagne,Autre formation,368,18,53
Normandie,Licence,798,91,28
Normandie,Licence,241,24,28
Normandie,Licence,1082,153,28
Normandie,Licence,258,12,28
Normandie,Licence,843,49,28
Normandie,Licence,519,72,28
Normandie,Autre formation,521,41,28
Normandie,Licence,1176,106,28
Grand Est,Autre formation,226,30,44
Grand Est,Licence,2067,443,44
Grand Est,Licence,528,61,44
Grand Est,Licence,102,11,44
Grand Est,Licence,110,10,44
Grand Est,Licence,88,6,44
Grand Est,Licence,3267,416,44
Grand Est,Licence,1815,208,44
Grand Est,Licence,443,11,44
Grand Est,Licence,504,32,44
Grand Est,Licence,72,4,44
Provence Alpes Côte d'Azur,Licence,351,57,93
Provence Alpes Côte d'Azur,Licence,1608,343,93
Provence Alpes Côte d'Azur,Licence,129,6,93
Ile-de-France,Licence,351,15,11
Ile-de-France,Licence,74,1,11
Ile-de-France,Licence,833,51,11
Ile-de-France,Licence,2223,164,11
Ile-de-France,Licence,1276,23,11
Pays de la Loire,Licence,204,35,52
Pays de la Loire,Licence,56,7,52
Pays de la Loire,Licence,1034,123,52
Pays de la Loire,Licence,495,77,52
Pays de la Loire,Licence,391,31,52
Auvergne-Rhône-Alpes,Licence,152,15,84
Auvergne-Rhône-Alpes,Licence,1307,99,84
Auvergne-Rhône-Alpes,Licence,1234,64,84
Auvergne-Rhône-Alpes,PACES,4227,1074,84
Auvergne-Rhône-Alpes,Licence,612,51,84
Auvergne-Rhône-Alpes,Licence,3251,467,84
Auvergne-Rhône-Alpes,Licence,76,7,84
Auvergne-Rhône-Alpes,Licence,70,3,84
Auvergne-Rhône-Alpes,Licence,285,29,84
Auvergne-Rhône-Alpes,Licence,20,0,84
Auvergne-Rhône-Alpes,Licence,463,44,84
Auvergne-Rhône-Alpes,Licence,581,91,84
Auvergne-Rhône-Alpes,Licence,181,12,84
Auvergne-Rhône-Alpes,Licence,187,21,84
Auvergne-Rhône-Alpes,Licence,264,27,84
Auvergne-Rhône-Alpes,Licence,130,0,84
Auvergne-Rhône-Alpes,Licence,238,16,84
Auvergne-Rhône-Alpes,Licence,362,46,84
Auvergne-Rhône-Alpes,Licence,69,9,84
Auvergne-Rhône-Alpes,Licence,1400,207,84
Pays de la Loire,Autre formation,200,39,52
Bretagne,Autre formation,368,37,53
Provence Alpes Côte d'Azur,Licence,1771,218,93
Provence Alpes Côte d'Azur,Licence,148,10,93
